"Step","env: QLUNARLANDER - ep_info/Goal","env: QLUNARLANDER - ep_info/Goal__MIN","env: QLUNARLANDER - ep_info/Goal__MAX"
"2394","-1","-1","-1"
"2396","-1","-1","-1"
"2397","-1","-1","-1"
"2399","-1","-1","-1"
"2400","-1","-1","-1"
"2407","-1","-1","-1"
"2409","-1","-1","-1"
"2411","-1","-1","-1"
"2414","-1","-1","-1"
"2415","-1","-1","-1"
"2422","-1","-1","-1"
"2424","-1","-1","-1"
"2425","-1","-1","-1"
"2426","-1","-1","-1"
"2428","-1","-1","-1"
"2430","-1","-1","-1"
"2431","-1","-1","-1"
"2433","-1","-1","-1"
"2434","-1","-1","-1"
"2441","-1","-1","-1"
"2442","-1","-1","-1"
"2446","-1","-1","-1"
"2448","-1","-1","-1"
"2452","-1","-1","-1"
"2454","-1","-1","-1"
"2459","-1","-1","-1"
"2461","-1","-1","-1"
"2463","-1","-1","-1"
"2469","-1","-1","-1"
"2470","-1","-1","-1"
"2477","-1","-1","-1"
"2479","-1","-1","-1"
"2480","-1","-1","-1"
"2483","-1","-1","-1"
"2484","-1","-1","-1"
"2487","-1","-1","-1"
"2490","-1","-1","-1"
"2491","-1","-1","-1"
"2492","-1","-1","-1"
"2496","-1","-1","-1"
"2502","-1","-1","-1"
"2503","-1","-1","-1"
"2506","-1","-1","-1"
"2509","-1","-1","-1"
"2510","-1","-1","-1"
"2512","-1","-1","-1"
"2516","-1","-1","-1"
"2520","-1","-1","-1"
"2522","-1","-1","-1"
"2526","-1","-1","-1"
"2534","-1","-1","-1"
"2535","-1","-1","-1"
"2537","-1","-1","-1"
"2541","-1","-1","-1"
"2544","-1","-1","-1"
"2545","-1","-1","-1"
"2549","-1","-1","-1"
"2553","-1","-1","-1"
"2559","-1","-1","-1"
"2564","-1","-1","-1"
"2565","-1","-1","-1"
"2568","-1","-1","-1"
"2572","-1","-1","-1"
"2574","-1","-1","-1"
"2576","-1","-1","-1"
"2577","-1","-1","-1"
"2580","-1","-1","-1"
"2584","-1","-1","-1"
"2585","-1","-1","-1"
"2587","-1","-1","-1"
"2589","-1","-1","-1"
"2591","-1","-1","-1"
"2594","-1","-1","-1"
"2597","-1","-1","-1"
"2603","-1","-1","-1"
"2608","-1","-1","-1"
"2609","-1","-1","-1"
"2610","-1","-1","-1"
"2612","-1","-1","-1"
"2613","-1","-1","-1"
"2616","-1","-1","-1"
"2617","-1","-1","-1"
"2618","-1","-1","-1"
"2619","-1","-1","-1"
"2624","-1","-1","-1"
"2625","-1","-1","-1"
"2633","-1","-1","-1"
"2634","-1","-1","-1"
"2638","-1","-1","-1"
"2642","-1","-1","-1"
"2644","-1","-1","-1"
"2645","-1","-1","-1"
"2648","-1","-1","-1"
"2651","-1","-1","-1"
"2652","-1","-1","-1"
"2657","-1","-1","-1"
"2658","-1","-1","-1"
"2660","-1","-1","-1"
"2670","-1","-1","-1"
"2672","-1","-1","-1"
"2673","-1","-1","-1"
"2676","-1","-1","-1"
"2677","-1","-1","-1"
"2679","-1","-1","-1"
"2681","-1","-1","-1"
"2686","-1","-1","-1"
"2688","-1","-1","-1"
"2697","-1","-1","-1"
"2698","-1","-1","-1"
"2700","-1","-1","-1"
"2701","-1","-1","-1"
"2702","-1","-1","-1"
"2703","-1","-1","-1"
"2706","-1","-1","-1"
"2708","-1","-1","-1"
"2712","-1","-1","-1"
"2714","-1","-1","-1"
"2717","-1","-1","-1"
"2721","-1","-1","-1"
"2722","-1","-1","-1"
"2726","-1","-1","-1"
"2729","-1","-1","-1"
"2732","-1","-1","-1"
"2735","-1","-1","-1"
