"Step","env: QLUNARLANDER - ep_info/Goal","env: QLUNARLANDER - ep_info/Goal__MIN","env: QLUNARLANDER - ep_info/Goal__MAX"
"1348","-1","-1","-1"
"1349","-1","-1","-1"
"1350","-1","-1","-1"
"1352","-1","-1","-1"
"1356","-1","-1","-1"
"1358","-1","-1","-1"
"1359","-1","-1","-1"
"1360","-1","-1","-1"
"1363","-1","-1","-1"
"1368","-1","-1","-1"
"1373","-1","-1","-1"
"1375","-1","-1","-1"
"1377","-1","-1","-1"
"1379","-1","-1","-1"
"1380","-1","-1","-1"
"1381","-1","-1","-1"
"1382","-1","-1","-1"
"1383","-1","-1","-1"
"1384","-1","-1","-1"
"1386","-1","-1","-1"
"1387","-1","-1","-1"
"1389","-1","-1","-1"
"1390","-1","-1","-1"
"1393","-1","-1","-1"
"1395","-1","-1","-1"
"1396","-1","-1","-1"
"1397","-1","-1","-1"
"1400","-1","-1","-1"
"1401","-1","-1","-1"
"1402","-1","-1","-1"
"1403","-1","-1","-1"
"1404","-1","-1","-1"
"1405","-1","-1","-1"
"1406","-1","-1","-1"
"1407","-1","-1","-1"
"1408","-1","-1","-1"
"1409","-1","-1","-1"
"1410","-1","-1","-1"
"1411","-1","-1","-1"
"1412","-1","-1","-1"
"1413","-1","-1","-1"
"1414","-1","-1","-1"
"1416","-1","-1","-1"
"1417","-1","-1","-1"
"1422","-1","-1","-1"
"1423","-1","-1","-1"
"1424","-1","-1","-1"
"1425","-1","-1","-1"
"1429","-1","-1","-1"
"1430","-1","-1","-1"
"1432","-1","-1","-1"
"1433","-1","-1","-1"
"1434","-1","-1","-1"
"1437","-1","-1","-1"
"1441","-1","-1","-1"
"1444","-1","-1","-1"
"1445","-1","-1","-1"
"1447","-1","-1","-1"
"1448","-1","-1","-1"
"1449","-1","-1","-1"
"1451","-1","-1","-1"
"1455","-1","-1","-1"
"1456","-1","-1","-1"
"1457","-1","-1","-1"
"1459","-1","-1","-1"
"1460","-1","-1","-1"
"1461","-1","-1","-1"
"1462","-1","-1","-1"
"1463","-1","-1","-1"
