"Step","env: CHICKENBANANA - ep_info/Objective","env: CHICKENBANANA - ep_info/Objective__MIN","env: CHICKENBANANA - ep_info/Objective__MAX"
"1125","80","0","100"
"1126","80","0","100"
"1127","80","0","100"
"1128","90","0","100"
"1129","90","0","100"
"1130","80","0","100"
"1131","90","0","100"
"1132","80","0","100"
"1133","90","0","100"
"1134","80","0","100"
"1135","80","0","100"
"1136","90","0","100"
"1137","90","0","100"
"1138","80","0","100"
"1139","90","0","100"
"1140","80","0","100"
"1141","90","0","100"
"1142","80","0","100"
"1143","80","0","100"
"1144","80","0","100"
"1145","90","0","100"
"1146","80","0","100"
"1147","90","0","100"
"1148","80","0","100"
"1149","90","0","100"
"1150","90","0","100"
"1151","80","0","100"
"1152","90","0","100"
"1153","90","0","100"
"1154","70","0","100"
"1155","90","0","100"
"1156","80","0","100"
"1157","80","0","100"
"1158","80","0","100"
"1159","80","0","100"
"1160","80","0","100"
"1161","80","0","100"
"1162","90","0","100"
"1163","90","0","100"
"1164","90","0","100"
"1165","80","0","100"
"1166","80","0","100"
"1167","90","0","100"
"1168","80","0","100"
"1169","80","0","100"
"1170","80","0","100"
"1171","90","0","100"
"1172","80","0","100"
"1173","90","0","100"
"1174","80","0","100"
"1175","80","0","100"
"1176","80","0","100"
"1177","80","0","100"
"1178","80","0","100"
"1179","80","0","100"
"1180","80","0","100"
"1181","80","0","100"
"1182","80","0","100"
"1183","80","0","100"
"1184","90","0","100"
"1185","80","0","100"
"1186","90","0","100"
"1187","90","0","100"
"1188","80","0","100"
"1189","80","0","100"
"1190","80","0","100"
"1191","90","0","100"
"1192","80","0","100"
"1193","80","0","100"
"1194","90","0","100"
"1195","80","0","100"
"1196","100","100","100"
"1197","80","0","100"
"1198","90","0","100"
"1199","90","0","100"
"1200","90","0","100"
"1201","90","0","100"
"1202","100","100","100"
"1203","80","0","100"
"1204","80","0","100"
"1205","90","0","100"
"1206","80","0","100"
"1207","80","0","100"
"1208","100","100","100"
"1209","80","0","100"
"1210","80","0","100"
"1211","80","0","100"
"1212","90","0","100"
"1213","90","0","100"
"1214","80","0","100"
"1215","90","0","100"
"1216","80","0","100"
"1217","90","0","100"
"1218","80","0","100"
"1219","80","0","100"
"1220","90","0","100"
"1221","90","0","100"
"1222","90","0","100"
"1223","80","0","100"
"1224","90","0","100"
"1225","90","0","100"
"1226","90","0","100"
"1227","90","0","100"
"1228","90","0","100"
"1229","90","0","100"
"1230","100","100","100"
"1231","90","0","100"
"1232","90","0","100"
"1233","90","0","100"
"1234","90","0","100"
"1235","90","0","100"
"1236","90","0","100"
"1237","90","0","100"
"1238","90","0","100"
"1239","90","0","100"
"1240","90","0","100"
"1241","90","0","100"
"1242","90","0","100"
"1243","90","0","100"
"1244","90","0","100"
"1245","90","0","100"
"1246","90","0","100"
"1247","90","0","100"
"1248","90","0","100"
"1249","90","0","100"
"1250","90","0","100"
"1251","90","0","100"
"1252","90","0","100"
"1253","90","0","100"
"1254","90","0","100"
"1255","90","0","100"
"1256","90","0","100"
"1257","90","0","100"
"1258","90","0","100"
"1259","90","0","100"
"1260","90","0","100"
"1261","90","0","100"
"1262","90","0","100"
"1263","90","0","100"
"1264","90","0","100"
"1265","90","0","100"
"1266","90","0","100"
"1267","90","0","100"
"1268","90","0","100"
"1269","90","0","100"
"1270","90","0","100"
"1271","90","0","100"
"1272","90","0","100"
"1273","90","0","100"
"1274","90","0","100"
"1275","90","0","100"
"1276","90","0","100"
"1277","90","0","100"
"1278","90","0","100"
"1279","90","0","100"
"1280","90","0","100"
"1281","90","0","100"
"1282","90","0","100"
"1283","90","0","100"
"1284","90","0","100"
"1285","90","0","100"
"1286","90","0","100"
"1287","90","0","100"
"1288","90","0","100"
"1289","90","0","100"
"1290","90","0","100"
"1291","90","0","100"
"1292","90","0","100"
"1293","90","0","100"
"1294","90","0","100"
"1295","90","0","100"
"1296","90","0","100"
"1297","90","0","100"
"1298","90","0","100"
"1299","90","0","100"
"1300","90","0","100"
"1301","90","0","100"
"1302","100","100","100"
"1303","90","0","100"
"1304","100","100","100"
"1305","90","0","100"
"1306","90","0","100"
"1307","90","0","100"
"1308","90","0","100"
"1309","100","100","100"
"1310","90","0","100"
"1311","90","0","100"
"1312","100","100","100"
"1313","90","0","100"
"1314","90","0","100"
"1315","90","0","100"
