"Step","env: CHICKENBANANA - ep_info/Banana","env: CHICKENBANANA - ep_info/Banana__MIN","env: CHICKENBANANA - ep_info/Banana__MAX"
"1078","24","0","30"
"1079","24","0","30"
"1080","24","0","30"
"1081","24","0","30"
"1082","24","0","30"
"1083","24","0","30"
"1084","24","0","30"
"1085","24","0","30"
"1086","24","0","30"
"1087","24","0","30"
"1088","24","0","30"
"1089","24","0","30"
"1090","24","0","30"
"1091","24","0","30"
"1092","24","0","30"
"1093","24","0","30"
"1094","24","0","30"
"1095","24","0","30"
"1096","24","0","30"
"1097","24","0","30"
"1098","24","0","30"
"1099","24","0","30"
"1100","24","0","30"
"1101","24","0","30"
"1102","24","0","30"
"1103","24","0","30"
"1104","24","0","30"
"1105","24","0","30"
"1106","24","0","30"
"1107","24","0","30"
"1108","24","0","30"
"1109","24","0","30"
"1110","24","0","30"
"1111","24","0","30"
"1112","24","0","30"
"1113","24","0","30"
"1114","24","0","30"
"1115","24","0","30"
"1116","24","0","30"
"1117","24","0","30"
"1118","24","0","30"
"1119","24","0","30"
"1120","24","0","30"
"1121","24","0","30"
"1122","24","0","30"
"1123","24","0","30"
"1124","24","0","30"
"1125","24","0","30"
"1126","24","0","30"
"1127","24","0","30"
"1128","24","0","30"
"1129","27","0","30"
"1130","27","0","30"
"1131","27","0","30"
"1132","30","30","30"
"1133","27","0","30"
"1134","24","0","30"
"1135","27","0","30"
"1136","27","0","30"
"1137","27","0","30"
"1138","27","0","30"
"1139","27","0","30"
"1140","27","0","30"
"1141","27","0","30"
"1142","27","0","30"
"1143","27","0","30"
"1144","27","0","30"
"1145","27","0","30"
"1146","27","0","30"
"1147","27","0","30"
"1148","24","0","30"
"1149","27","0","30"
"1150","27","0","30"
"1151","27","0","30"
"1152","27","0","30"
"1153","27","0","30"
"1154","27","0","30"
"1155","27","0","30"
"1156","27","0","30"
"1157","27","0","30"
"1158","27","0","30"
"1159","27","0","30"
"1160","27","0","30"
"1161","27","0","30"
"1162","27","0","30"
"1163","27","0","30"
"1164","27","0","30"
"1165","27","0","30"
"1166","27","0","30"
"1167","27","0","30"
"1168","27","0","30"
"1169","27","0","30"
"1170","27","0","30"
"1171","27","0","30"
"1172","24","0","30"
"1173","27","0","30"
"1174","27","0","30"
"1175","27","0","30"
"1176","27","0","30"
"1177","27","0","30"
"1178","27","0","30"
"1179","27","0","30"
"1180","27","0","30"
"1181","27","0","30"
"1182","27","0","30"
"1183","27","0","30"
"1184","27","0","30"
"1185","27","0","30"
"1186","27","0","30"
"1187","27","0","30"
"1188","27","0","30"
"1189","27","0","30"
"1190","27","0","30"
"1191","27","0","30"
"1192","27","0","30"
"1193","27","0","30"
"1194","27","0","30"
"1195","27","0","30"
"1196","27","0","30"
"1197","27","0","30"
"1198","27","0","30"
"1199","27","0","30"
"1200","27","0","30"
"1201","27","0","30"
"1202","27","0","30"
"1203","27","0","30"
"1204","27","0","30"
"1205","27","0","30"
"1206","27","0","30"
"1207","27","0","30"
"1208","27","0","30"
"1209","27","0","30"
"1210","27","0","30"
"1211","27","0","30"
"1212","27","0","30"
"1213","27","0","30"
"1214","24","0","30"
"1215","27","0","30"
"1216","27","0","30"
"1217","27","0","30"
"1218","27","0","30"
"1219","27","0","30"
"1220","27","0","30"
"1221","27","0","30"
"1222","27","0","30"
"1223","27","0","30"
"1224","27","0","30"
"1225","27","0","30"
"1226","27","0","30"
"1227","27","0","30"
"1228","27","0","30"
"1229","27","0","30"
"1230","30","30","30"
"1231","27","0","30"
"1232","27","0","30"
"1233","27","0","30"
"1234","27","0","30"
"1235","27","0","30"
"1236","27","0","30"
"1237","30","30","30"
"1238","27","0","30"
"1239","27","0","30"
"1240","27","0","30"
"1241","27","0","30"
"1242","27","0","30"
"1243","30","30","30"
"1244","27","0","30"
"1245","27","0","30"
"1246","27","0","30"
"1247","27","0","30"
"1248","27","0","30"
"1249","27","0","30"
"1250","27","0","30"
"1251","27","0","30"
"1252","27","0","30"
"1253","27","0","30"
"1254","27","0","30"
"1255","27","0","30"
"1256","27","0","30"
"1257","27","0","30"
"1258","24","0","30"
"1259","30","30","30"
"1260","30","30","30"
"1261","27","0","30"
"1262","27","0","30"
"1263","27","0","30"
"1264","27","0","30"
"1265","27","0","30"
"1266","27","0","30"
"1267","27","0","30"
"1268","27","0","30"
"1269","27","0","30"
"1270","27","0","30"
"1271","27","0","30"
"1272","27","0","30"
"1273","27","0","30"
"1274","24","0","30"
"1275","27","0","30"
"1276","27","0","30"
"1277","27","0","30"
"1278","27","0","30"
"1279","30","30","30"
"1280","27","0","30"
"1281","27","0","30"
"1282","27","0","30"
"1283","27","0","30"
"1284","27","0","30"
"1285","27","0","30"
"1286","30","30","30"
"1287","27","0","30"
"1288","27","0","30"
"1289","27","0","30"
"1290","27","0","30"
"1291","27","0","30"
"1292","27","0","30"
"1293","27","0","30"
"1294","27","0","30"
"1295","27","0","30"
"1296","27","0","30"
"1297","27","0","30"
"1298","27","0","30"
"1299","27","0","30"
"1300","27","0","30"
"1301","27","0","30"
"1302","27","0","30"
"1303","27","0","30"
"1304","27","0","30"
"1305","27","0","30"
"1306","27","0","30"
"1307","27","0","30"
"1308","27","0","30"
"1309","27","0","30"
"1310","27","0","30"
"1311","27","0","30"
"1312","27","0","30"
"1313","27","0","30"
